@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute inputs-18 numeric
@attribute inputs-19 numeric
@attribute inputs-20 numeric
@attribute inputs-21 numeric
@attribute inputs-22 numeric
@attribute inputs-23 numeric
@attribute inputs-24 numeric
@attribute inputs-25 numeric
@attribute inputs-26 numeric
@attribute inputs-27 numeric
@attribute inputs-28 numeric
@attribute inputs-29 numeric
@attribute inputs-30 numeric
@attribute inputs-31 numeric
@attribute inputs-32 numeric
@attribute inputs-33 numeric
@attribute inputs-34 numeric
@attribute inputs-35 numeric
@attribute inputs-36 numeric
@attribute inputs-37 numeric
@attribute inputs-38 numeric
@attribute inputs-39 numeric
@attribute inputs-40 numeric
@attribute inputs-41 numeric
@attribute inputs-42 numeric
@attribute inputs-43 numeric
@attribute inputs-44 numeric
@attribute inputs-45 numeric
@attribute inputs-46 numeric
@attribute inputs-47 numeric
@attribute inputs-48 numeric
@attribute inputs-49 numeric
@attribute inputs-50 numeric
@attribute inputs-51 numeric
@attribute inputs-52 numeric
@attribute inputs-53 numeric
@attribute inputs-54 numeric
@attribute inputs-55 numeric
@attribute inputs-56 numeric
@attribute inputs-57 numeric
@attribute inputs-58 numeric
@attribute inputs-59 numeric
@attribute inputs-60 numeric
@attribute inputs-61 numeric
@attribute inputs-62 numeric
@attribute inputs-63 numeric
@attribute inputs-64 numeric
@attribute inputs-65 numeric
@attribute inputs-66 numeric
@attribute inputs-67 numeric
@attribute inputs-68 numeric
@attribute inputs-69 numeric
@attribute inputs-70 numeric
@attribute inputs-71 numeric
@attribute inputs-72 numeric
@attribute inputs-73 numeric
@attribute inputs-74 numeric
@attribute inputs-75 numeric
@attribute inputs-76 numeric
@attribute inputs-77 numeric
@attribute inputs-78 numeric
@attribute inputs-79 numeric
@attribute inputs-80 numeric
@attribute inputs-81 numeric
@attribute inputs-82 numeric
@attribute inputs-83 numeric
@attribute inputs-84 numeric
@attribute inputs-85 numeric
@attribute inputs-86 numeric
@attribute inputs-87 numeric
@attribute inputs-88 numeric
@attribute inputs-89 numeric
@attribute inputs-90 numeric
@attribute inputs-91 numeric
@attribute inputs-92 numeric
@attribute inputs-93 numeric
@attribute inputs-94 numeric
@attribute inputs-95 numeric
@attribute inputs-96 numeric
@attribute inputs-97 numeric
@attribute inputs-98 numeric
@attribute inputs-99 numeric
@attribute inputs-100 numeric
@attribute outputs-1 {0,1,2,3,4,5,6}

@data
1643,'2019/09/24 11:27:07:534',17,-10919838,-6184289,-1050888,-2496013,-3744025,-5914161,-9998993,-9868440,-9076088,-10195601,-10457734,-4995887,-460037,-196866,-4533279,-5651501,-10394009,-9934746,-8617338,-9671832,-10520697,-2957589,-1,-1,-4071957,-5652019,-11052453,-10329247,-9604492,-11911118,-10782838,-3088918,-4999750,-4868681,-8089704,-8551801,-10986403,-10394782,-12699600,-14344422,-11440772,-13682364,-12047583,-12310244,-14215148,-12116717,-13100267,-12508392,-13166064,-14541544,-11044730,-12633546,-11458019,-11851494,-12902896,-13166319,-14020338,-13625841,-13560820,-13362672,-10518898,-3881272,-6515307,-7438213,-10856100,-9611182,-13160918,-12699596,-10930145,-12438752,-10129035,-1184794,-1,-919301,-5913388,-7033158,-14408411,-16316664,-13357529,-10926292,-8421508,-65795,-985094,-4007453,-6637114,-7232084,-14869219,-16447993,-16250871,-12305878,-7171185,-788745,-2627859,-2363660,-6766646,-7757403,-15000807,-16513786,-16447993,-16579065,4
1644,'2019/09/24 11:27:07:565',17,-10919839,-6184288,-1116424,-2495757,-3744025,-5913906,-10064528,-9933976,-9141880,-10261137,-10523270,-4995888,-460037,-196866,-4467743,-5651245,-10394265,-9934746,-8617337,-9606298,-10455416,-2957333,-1,-1,-4137493,-5652019,-11117734,-10328991,-9604491,-11780302,-10717302,-3023382,-4999750,-4868681,-8089960,-8551800,-10986404,-10394782,-12568783,-14409958,-11506562,-13616570,-12047839,-12244963,-14280685,-12182252,-13165803,-12573671,-13166064,-14541800,-10979449,-12633030,-11458021,-11785704,-12968688,-13166320,-14020338,-13560304,-13560820,-13362673,-10453362,-3815478,-6449772,-7372933,-10921637,-9676973,-13161173,-12634060,-11061215,-12438753,-10128778,-1119000,-1,-984837,-5978668,-7033159,-14408667,-16316664,-13357528,-10926293,-8487042,-65795,-985093,-4007452,-6637369,-7166805,-14869220,-16382457,-16250871,-12306135,-7170930,-788745,-2628114,-2363660,-6766645,-7626588,-15066344,-16513786,-16447993,-16579064,4
1645,'2019/09/24 11:27:07:603',17,-10985373,-6118752,-1051144,-2495757,-3744281,-5848370,-10130065,-9934231,-9076087,-10195602,-10523015,-4930352,-460037,-196866,-4533279,-5585966,-10394265,-9934745,-8551802,-9671576,-10389879,-2891797,-1,-1,-4071957,-5652019,-11052454,-10328990,-9473163,-11780044,-10717302,-2957590,-4933957,-4802888,-8089703,-8551800,-10986404,-10394782,-12568526,-14409958,-11375236,-13616055,-12113631,-12244451,-14346220,-12116717,-13100267,-12573670,-13166065,-14607335,-10979449,-12566723,-11523814,-11654376,-12968688,-13101039,-13954802,-13691377,-13560820,-13297136,-10453362,-3749686,-6449772,-7307399,-10921893,-9742509,-13161175,-12699340,-10930145,-12438496,-10128780,-1119000,-1,-984837,-5978668,-7098695,-14408668,-16316664,-13292248,-10991829,-8487042,-65795,-1050630,-4007452,-6637114,-7232340,-14935012,-16447993,-16250871,-12371415,-7105392,-788745,-2562579,-2429196,-6766646,-7692124,-15000808,-16513786,-16447994,-16579065,4
1646,'2019/09/24 11:27:07:635',17,-10854301,-6118752,-1051144,-2495757,-3809561,-5913904,-10064529,-9934232,-9141623,-10261138,-10523015,-4930351,-394501,-196866,-4533280,-5585710,-10459801,-9934490,-8682873,-9606296,-10520695,-2891797,-1,-1,-4072213,-5652019,-11117989,-10329247,-9538698,-11714508,-10717045,-2891797,-4868163,-4802887,-8089446,-8551799,-10986404,-10394782,-12568270,-14409958,-11375236,-13419188,-12113632,-12178914,-14346220,-12181997,-13034730,-12508134,-13231600,-14607336,-11110265,-12369601,-11720678,-11588839,-13034223,-13035504,-13954803,-13625841,-13626101,-13297137,-10453361,-3684149,-6515820,-7307400,-11052965,-9611694,-13226710,-12699596,-11061470,-12438497,-10063499,-1053465,-1,-984837,-5978668,-7098695,-14474203,-16316664,-13423321,-10926550,-8421250,-65795,-1050630,-4007452,-6702650,-7232341,-14869476,-16447993,-16250871,-12437207,-7105391,-788745,-2562579,-2429196,-6701110,-7823195,-15066343,-16579322,-16447994,-16513529,4
1647,'2019/09/24 11:27:07:666',17,-10985373,-6118752,-1050888,-2495757,-3809561,-5848625,-10064529,-9934232,-9272951,-10195601,-10523015,-4995888,-460037,-196866,-4533280,-5651245,-10394265,-9934746,-8617338,-9606040,-10455160,-2891797,-1,-1,-4072214,-5717555,-11117990,-10328991,-9538697,-11714251,-10848117,-2891540,-4867650,-4737095,-7958118,-8551544,-10986403,-10394526,-12502733,-14409956,-11440770,-13418162,-12310495,-12178914,-14280685,-12181996,-13034731,-12508133,-13165809,-14607336,-10979192,-12237755,-11852007,-11457765,-13231089,-13100784,-14020338,-13625841,-13691892,-13362672,-10387825,-3618357,-6581356,-7307399,-11053222,-9742767,-13161174,-12699596,-10995935,-12504287,-10128779,-1053464,-1,-919301,-5913389,-7033159,-14408668,-16316664,-13489113,-10861013,-8421251,-65795,-985094,-4072989,-6637114,-7166549,-14869475,-16447993,-16250871,-12437207,-7105393,-788745,-2562579,-2363660,-6766645,-7626332,-15066599,-16513786,-16447993,-16513529,4
1648,'2019/09/24 11:27:07:699',17,-10919838,-6053218,-1050888,-2495756,-3744024,-5913906,-10064273,-9933976,-9141879,-10261137,-10588551,-4930352,-460037,-196866,-4533023,-5651245,-10328473,-9934746,-8682873,-9671575,-10520696,-2892053,-1,-1,-4006422,-5652019,-11052198,-10328991,-9472906,-11648459,-10717046,-2826004,-4736320,-4671302,-7957859,-8486008,-10986146,-10328989,-12502732,-14344422,-11506306,-13286574,-12441568,-12047842,-14346220,-12116716,-13034475,-12507876,-13100528,-14607336,-11044472,-11974326,-11983334,-11391972,-13296624,-13100783,-14020338,-13691377,-13691892,-13362673,-10453106,-3618100,-6581614,-7307400,-11118759,-9808815,-13161175,-12699597,-10995680,-12373215,-10128779,-1119000,-1,-919301,-5913133,-6967623,-14408411,-16316664,-13489114,-10926292,-8487042,-65795,-985094,-3941917,-6637114,-7166805,-14869220,-16447993,-16250871,-12502743,-7105649,-723209,-2562579,-2363404,-6701366,-7691867,-15000807,-16513786,-16513530,-16579065,4
1649,'2019/09/24 11:27:07:732',17,-11181981,-6315360,-1051144,-2561293,-3875096,-6044976,-10260880,-10130584,-9403767,-10457745,-10785157,-5126960,-460037,-196866,-4598559,-5716781,-10590616,-10065817,-8813946,-9867927,-10848118,-3022869,-1,-1,-4137493,-5783090,-11249061,-10460319,-9603720,-11975882,-10979188,-2825747,-4670271,-4671045,-8023139,-8551542,-11051681,-10525597,-12633547,-14540774,-11637377,-13285803,-12703711,-12178657,-14542571,-12378347,-13296105,-12900579,-13558768,-14803944,-11306613,-11973554,-12311014,-11456997,-13493488,-13297134,-14216690,-13953520,-13954035,-13690352,-10649713,-3618099,-6843758,-7372936,-11315622,-10005169,-13357783,-12896204,-11192288,-12700639,-10325388,-1119258,-1,-984837,-6109740,-7164230,-14539483,-16381943,-13620186,-11188434,-8683395,-65795,-1050630,-4072732,-6768186,-7232084,-15065827,-16513529,-16316408,-12764886,-7367536,-788745,-2693395,-2429196,-6897461,-7888474,-15197415,-16644859,-16644602,-16775417,4
1650,'2019/09/24 11:27:07:770',17,-10985373,-6184289,-1051144,-2495757,-3744025,-5914161,-10129808,-9933976,-9010807,-10195856,-10457735,-4930352,-460037,-196866,-4467743,-5585710,-10394264,-9934745,-8551802,-9606039,-10520439,-2957589,-1,-1,-4137493,-5652019,-11052453,-10329247,-9472648,-11648457,-10782581,-2759955,-4473406,-4539716,-7891809,-8420215,-10920610,-10328988,-12436684,-14409956,-11375235,-13023144,-12507359,-11982049,-14346220,-12247277,-13034217,-12376548,-13100529,-14607592,-11044471,-11776173,-12180198,-11260389,-13362416,-13035247,-13889010,-13560562,-13757428,-13428465,-10518642,-3552307,-6844016,-7242121,-11184808,-9743539,-13095639,-12699598,-10995936,-12372961,-10129034,-1119001,-1,-919301,-5978668,-7033159,-14408412,-16316663,-13554906,-10926292,-8487043,-65795,-985093,-4007196,-6702649,-7166548,-14869219,-16447993,-16250871,-12502999,-7105649,-788744,-2628115,-2363659,-6701110,-7691866,-15001063,-16513786,-16447994,-16579064,4
1651,'2019/09/24 11:27:07:803',17,-10919838,-6184288,-1051144,-2430221,-3744024,-5913906,-10064274,-9933976,-9141624,-10195857,-10523016,-4995887,-460037,-196866,-4467743,-5585710,-10394265,-10000282,-8551801,-9671575,-10389879,-2957333,-1,-1,-4137493,-5652019,-11117989,-10328991,-9341576,-11582668,-10717045,-2694418,-4407612,-4473923,-7826016,-8420214,-10920610,-10394269,-12436682,-14344166,-11375233,-12957095,-12572895,-11916512,-14411755,-12116460,-12968682,-12507362,-13034992,-14607337,-10978935,-11382186,-12245734,-11129317,-13493744,-12969711,-13954547,-13626097,-13692149,-13297393,-10322033,-3486770,-6778735,-7242376,-11185063,-9809331,-13161431,-12765134,-10995936,-12372960,-10063244,-1119000,-1,-984837,-5978924,-6967624,-14408668,-16316664,-13489371,-10860756,-8486787,-65795,-985093,-4007452,-6702650,-7232340,-14869220,-16382457,-16250871,-12503000,-7105392,-788745,-2562578,-2363660,-6766647,-7692123,-15066344,-16513786,-16447994,-16513528,4
1652,'2019/09/24 11:27:07:836',17,-10919838,-6184288,-1051144,-2430221,-3744024,-5913906,-10064274,-9933976,-9141624,-10195857,-10523016,-4995887,-460037,-196866,-4467743,-5585710,-10394265,-10000282,-8551801,-9671575,-10389879,-2957333,-1,-1,-4137493,-5652019,-11117989,-10328991,-9341576,-11582668,-10717045,-2694418,-4407612,-4473923,-7826016,-8420214,-10920610,-10394269,-12436682,-14344166,-11375233,-12957095,-12572895,-11916512,-14411755,-12116460,-12968682,-12507362,-13034992,-14607337,-10978935,-11382186,-12245734,-11129317,-13493744,-12969711,-13954547,-13626097,-13692149,-13297393,-10322033,-3486770,-6778735,-7242376,-11185063,-9809331,-13161431,-12765134,-10995936,-12372960,-10063244,-1119000,-1,-984837,-5978924,-6967624,-14408668,-16316664,-13489371,-10860756,-8486787,-65795,-985093,-4007452,-6702650,-7232340,-14869220,-16382457,-16250871,-12503000,-7105392,-788745,-2562578,-2363660,-6766647,-7692123,-15066344,-16513786,-16447994,-16513528,4
1653,'2019/09/24 11:27:07:870',17,-10854302,-6118752,-1051144,-2430221,-3744024,-5913905,-10064529,-9999767,-9010808,-10195601,-10523014,-4930351,-460037,-196866,-4533279,-5585709,-10459801,-9934745,-8551801,-9606038,-10455158,-2957332,-1,-1,-4071957,-5717555,-11117989,-10329247,-9341576,-11517130,-10651764,-2628625,-4275770,-4408130,-7825758,-8485494,-10920610,-10328988,-12371147,-14278885,-11375234,-12694179,-12703967,-11850722,-14346219,-12116460,-12902888,-12441825,-13100528,-14607337,-10913398,-11250341,-12377063,-11129316,-13493744,-13035503,-13954546,-13626097,-13822964,-13428465,-10518640,-3420977,-6910063,-7242378,-11250602,-9940405,-13226968,-12699854,-11061471,-12373216,-10128779,-1053465,-1,-919301,-5978924,-6967623,-14408667,-16316664,-13620441,-10926293,-8421249,-65795,-985094,-4007452,-6768185,-7166549,-14869476,-16447993,-16250872,-12502999,-7105392,-788745,-2562579,-2429196,-6766645,-7692123,-15066600,-16513786,-16447994,-16579065,4
1654,'2019/09/24 11:27:07:900',17,-10985372,-6184289,-1051144,-2430220,-3744025,-5913905,-10064529,-9999512,-9076088,-10195601,-10588550,-4930352,-460037,-196866,-4533279,-5585710,-10525081,-9934746,-8551801,-9737112,-10389622,-2891797,-1,-1,-4071957,-5652019,-11117733,-10328992,-9341319,-11517130,-10717045,-2628625,-4275769,-4407874,-7694431,-8419958,-10920610,-10328988,-12370890,-14278885,-11374979,-12628386,-12638431,-11916002,-14346219,-12116460,-12902889,-12441569,-13034737,-14607592,-10978678,-11184293,-12442599,-10997987,-13493744,-13035247,-13889267,-13691632,-13757685,-13428465,-10453104,-3420977,-6910064,-7242378,-11250602,-9875125,-13161431,-12699855,-11061472,-12307681,-10063243,-1119000,-1,-919301,-5978668,-7033159,-14408412,-16316664,-13554907,-10991830,-8421251,-65795,-1050629,-4007197,-6768186,-7232084,-14869220,-16447993,-16250872,-12503000,-7105392,-788745,-2628114,-2363660,-6766646,-7691867,-15000808,-16513786,-16447993,-16579065,4
1655,'2019/09/24 11:27:07:933',17,-10985374,-6053216,-1051144,-2495757,-3744025,-5979441,-9998993,-9868696,-9076089,-10130064,-10588805,-4995887,-460037,-196866,-4533279,-5520174,-10394009,-9934746,-8617338,-9606039,-10520695,-2891797,-1,-1,-4071957,-5652019,-11117733,-10329247,-9406855,-11516875,-10651764,-2628626,-4209977,-4342338,-7825502,-8419958,-10920354,-10328989,-12305355,-14344166,-11309698,-12628385,-12703967,-11785186,-14345962,-12116460,-13033960,-12310755,-13034992,-14607336,-10978679,-11184292,-12377318,-11063524,-13493745,-12969712,-13889266,-13691633,-13757684,-13428466,-10387569,-3420977,-6910064,-7242377,-11250345,-9940661,-13161431,-12765391,-10996193,-12307680,-10063498,-1119258,-1,-919301,-5978668,-6967623,-14408411,-16316664,-13489371,-10926294,-8355971,-65795,-985094,-3941916,-6637114,-7101268,-14869219,-16447993,-16250872,-12437463,-7105648,-788745,-2562578,-2363660,-6766646,-7626331,-15000807,-16513786,-16513530,-16579065,4
1656,'2019/09/24 11:27:21:464',18,-14472400,-9473938,-2364945,-4991258,-7816758,-9791832,-13352375,-13551816,-13022378,-14342878,-14339009,-8678490,-7762027,-7498083,-11374976,-11179659,-13880263,-13486794,-14079957,-15987701,-14402998,-12823959,-15266550,-13889013,-16120058,-15594999,-15791863,-15461614,-15725557,-16119286,-14532781,-13088938,-15332599,-13692664,-15529721,-15398135,-15988729,-15922936,-15988729,-15725558,-14794665,-11437939,-12756376,-13288894,-13881035,-13488589,-12891045,-13025981,-14347763,-15330802,-14135183,-1314312,-1639685,-7213580,-10516065,-11502185,-12363156,-12694442,-13685721,-14804718,-13741196,-1182730,-393217,-5705226,-9856591,-11107428,-15460840,-15526891,-14079962,-14015975,-13482927,-2171689,-327681,-5312780,-9659214,-10910825,-15921649,-16711420,-16645629,-16316920,-11972265,-328711,-2166794,-7946286,-10448732,-11044987,-16185077,-16777212,-16777214,-16777212,-10458773,-1643024,-5515292,-7742233,-10840921,-11635840,-16250615,-16777213,-16777214,-16777212,5
1657,'2019/09/24 11:27:21:497',18,-14537680,-9473937,-2364946,-4991002,-7882038,-9857367,-13417655,-13420744,-13022634,-14277341,-14273217,-8612953,-7762284,-7563876,-11506048,-11245195,-13945799,-13486794,-14014421,-15922165,-14337463,-12758423,-15332085,-13889013,-16120058,-15594999,-15791863,-15461870,-15725557,-16119286,-14532526,-13023146,-15332343,-13561592,-15529721,-15332599,-15988729,-15922936,-15988473,-15660022,-14663849,-11437940,-12756376,-13223103,-13815498,-13488589,-12825508,-13026235,-14347507,-15330801,-14135183,-1314056,-1639685,-7279116,-10384994,-11371371,-12363156,-12694439,-13620440,-14804718,-13806474,-1182730,-458753,-5705226,-9791311,-11107429,-15460840,-15526891,-14079962,-14015974,-13482927,-2105896,-327681,-5247244,-9528399,-10780009,-15921649,-16711164,-16645629,-16382456,-11972009,-328711,-2166794,-7946286,-10514268,-11045242,-16185078,-16777213,-16777214,-16777212,-10393236,-1643024,-5449756,-7742234,-10840666,-11701376,-16250871,-16777213,-16777214,-16777212,5
1658,'2019/09/24 11:27:21:530',18,-14472142,-9473937,-2364945,-5056794,-7816502,-9791832,-13286583,-13486280,-12957097,-14277341,-14273218,-8678489,-7827821,-7564133,-11440770,-11245452,-13880263,-13486794,-14079702,-15922165,-14337208,-12692631,-15332341,-13889013,-16054522,-15529463,-15791863,-15461614,-15725557,-16053750,-14467245,-13022888,-15332343,-13561592,-15595258,-15332599,-15923193,-15922936,-15988729,-15725558,-14729385,-11437940,-12821911,-13288638,-13815242,-13488588,-12759972,-13025979,-14413043,-15330801,-14069648,-1314056,-1639685,-7213580,-10450531,-11436906,-12297620,-12694696,-13685720,-14804718,-13740939,-1182730,-393217,-5705226,-9725775,-11041893,-15460840,-15526891,-14079963,-14015976,-13548207,-2171690,-327681,-5247244,-9593678,-10910824,-15921649,-16711420,-16645629,-16382457,-11906474,-328711,-2166794,-7946287,-10514524,-11044986,-16184821,-16777213,-16777214,-16777213,-10458772,-1643024,-5449756,-7742233,-10840666,-11701376,-16250615,-16777213,-16777213,-16777212,5
1659,'2019/09/24 11:27:21:563',18,-14537680,-9605266,-2364689,-4991258,-7816501,-9792087,-13352119,-13551816,-13022377,-14277340,-14273473,-8678489,-7827821,-7629670,-11506050,-11245451,-13880263,-13486794,-14079701,-15922165,-14402998,-12692629,-15332341,-13889013,-16054522,-15594999,-15791864,-15461870,-15660021,-16119286,-14467246,-12891558,-15332343,-13561336,-15529721,-15332599,-15923193,-15922936,-15988473,-15725558,-14729129,-11503475,-12756118,-13223101,-13815242,-13488588,-12825507,-13025977,-14413298,-15330801,-14004368,-1379848,-1639685,-7213324,-10384994,-11502185,-12362900,-12694440,-13685720,-14739438,-13741195,-1248522,-393217,-5705225,-9791055,-11107173,-15460583,-15526891,-14079962,-14015975,-13482926,-2171689,-327681,-5247244,-9659214,-10910824,-15921649,-16711420,-16645629,-16382457,-11906729,-328967,-2166794,-7946285,-10448988,-11044986,-16184821,-16777213,-16777214,-16777212,-10393237,-1642767,-5515292,-7742233,-10906201,-11635840,-16250615,-16777213,-16777213,-16777212,5
1660,'2019/09/24 11:27:21:596',18,-14472144,-9605522,-2364689,-4991258,-7816501,-9791832,-13286583,-13486280,-12891561,-14277341,-14273473,-8744025,-7893614,-7629670,-11375234,-11245453,-13945543,-13486794,-14079701,-15987701,-14402743,-12692372,-15332085,-13823477,-16054522,-15594999,-15791864,-15396334,-15660021,-16119286,-14401710,-12891300,-15332343,-13626871,-15595257,-15332598,-15923193,-15922936,-15923193,-15725558,-14729130,-11569010,-12755863,-13223102,-13815241,-13423052,-12825252,-13025722,-14347507,-15330802,-14069903,-1379848,-1639685,-7147788,-10450529,-11436905,-12363157,-12694441,-13685719,-14673646,-13806475,-1248523,-393217,-5639433,-9791054,-11041892,-15460583,-15526891,-14079962,-14081254,-13482927,-2237225,-327681,-5247244,-9593678,-10845289,-15921649,-16711420,-16645629,-16382457,-11972266,-328712,-2166794,-7880494,-10514524,-10979449,-16184821,-16777212,-16777214,-16777212,-10459030,-1577231,-5449756,-7676697,-10775385,-11635840,-16250615,-16777213,-16777214,-16777212,5
1661,'2019/09/24 11:27:21:630',18,-14472400,-9605266,-2299409,-4991003,-7816501,-9857368,-13352119,-13486280,-13022377,-14342877,-14273473,-8678489,-7827821,-7629669,-11506305,-11245452,-13945798,-13486794,-14079702,-15922165,-14337463,-12626837,-15397621,-13823477,-16054522,-15594999,-15791863,-15461614,-15725557,-16119286,-14532780,-12957092,-15332343,-13496055,-15595258,-15332599,-15923193,-15857400,-15988729,-15725558,-14729130,-11503475,-12690582,-13223101,-13815241,-13423052,-12825252,-12960443,-14478578,-15330801,-14069904,-1379848,-1639685,-7213324,-10384994,-11436649,-12363157,-12694441,-13685720,-14804718,-13741195,-1248522,-393217,-5639434,-9725519,-10976357,-15460583,-15526891,-14079962,-14015718,-13548462,-2237483,-327681,-5247244,-9528398,-10845289,-15921649,-16711420,-16645629,-16382457,-11972266,-328712,-2166794,-7880750,-10514524,-10913914,-16184821,-16777213,-16777214,-16777212,-10393495,-1642767,-5449756,-7676697,-10906201,-11570304,-16250615,-16777213,-16777214,-16777212,5
1662,'2019/09/24 11:27:21:663',18,-14472400,-9539729,-2364945,-4991258,-7750966,-9726297,-13352119,-13420744,-12957098,-14277341,-14207938,-8678490,-7827820,-7564133,-11440770,-11179917,-13880263,-13486793,-14079958,-15922165,-14337462,-12626837,-15332085,-13889012,-16054522,-15594743,-15791863,-15461870,-15660021,-16119286,-14532780,-12891557,-15332342,-13626872,-15529722,-15398134,-15923193,-15922936,-15922937,-15660022,-14729128,-11437939,-12756119,-13223102,-13815241,-13422797,-12825252,-13025978,-14413043,-15396337,-14069648,-1314312,-1639685,-7278860,-10384994,-11436650,-12363157,-12759976,-13685720,-14739182,-13806475,-1248522,-393217,-5639434,-9856590,-11041893,-15460840,-15526635,-14079962,-14015975,-13548462,-2171689,-327681,-5247244,-9528399,-10845289,-15921648,-16711420,-16645629,-16382457,-11972266,-394247,-2166794,-7946287,-10448732,-10979450,-16184821,-16777212,-16777214,-16777213,-10393493,-1642767,-5384220,-7742233,-10775130,-11635841,-16250615,-16777213,-16777214,-16777212,5
1663,'2019/09/24 11:27:21:696',18,-14472144,-9539473,-2364946,-5056538,-7816502,-9791832,-13417655,-13486280,-12957097,-14277597,-14273217,-8678489,-7893614,-7629670,-11571842,-11245452,-13945799,-13421259,-14079959,-15922165,-14402742,-12758166,-15332085,-13889013,-16054522,-15594743,-15791864,-15461871,-15725557,-16053750,-14401454,-12891815,-15332342,-13561337,-15595258,-15398134,-15923193,-15922936,-15923193,-15725558,-14729129,-11437940,-12756118,-13288637,-13815241,-13422796,-12825252,-12960187,-14413042,-15330801,-14069648,-1314056,-1639685,-7213580,-10384994,-11436650,-12363156,-12759977,-13620184,-14739182,-13806474,-1182730,-393217,-5705226,-9856591,-11041892,-15460840,-15526891,-14079961,-14015975,-13482927,-2171432,-327681,-5247244,-9659214,-10845289,-15921649,-16711164,-16645629,-16382457,-11906729,-328711,-2166794,-7946286,-10514267,-11044987,-16184821,-16777213,-16777214,-16777212,-10327701,-1643023,-5449756,-7742233,-10775385,-11570304,-16250615,-16777214,-16777214,-16777212,5
1664,'2019/09/24 11:27:21:731',18,-14472143,-9539473,-2364945,-4991258,-7816502,-9791832,-13286583,-13420743,-12957097,-14277599,-14273217,-8744026,-7959407,-7629926,-11572098,-11245709,-13880263,-13421258,-14079959,-15922165,-14402998,-12824216,-15332085,-13889012,-16054522,-15529463,-15791863,-15461871,-15725557,-16053750,-14532526,-12957351,-15332343,-13561336,-15529721,-15398135,-15923193,-15922936,-15922937,-15725558,-14729129,-11503475,-12756119,-13288382,-13814985,-13422795,-12759715,-12960442,-14347506,-15330801,-14069648,-1314312,-1639685,-7213580,-10450530,-11502186,-12363157,-12759976,-13685720,-14673646,-13740939,-1182730,-393217,-5705226,-9856591,-11041893,-15460840,-15526891,-14079962,-14015975,-13482927,-2237225,-327681,-5181708,-9593678,-10910824,-15921649,-16711420,-16645629,-16382457,-11906474,-328711,-2166794,-7946287,-10579804,-10979707,-16184821,-16777212,-16777214,-16777212,-10393237,-1643023,-5449756,-7676697,-10840665,-11701377,-16250615,-16777213,-16777213,-16777212,5
1665,'2019/09/24 11:27:21:768',18,-14472145,-9539731,-2299409,-5056794,-7750966,-9726296,-13352119,-13486279,-12957098,-14343134,-14339008,-8744282,-8025200,-7761256,-11506820,-11311244,-13945799,-13421258,-14145495,-15922165,-14402999,-12890266,-15266549,-13954549,-16054522,-15529463,-15791864,-15461871,-15725557,-16119286,-14532526,-12957609,-15266806,-13561592,-15529721,-15332599,-15923193,-15922936,-15922937,-15725558,-14729130,-11437939,-12756118,-13353916,-13814984,-13357002,-12759458,-13025721,-14413043,-15330801,-14135183,-1379848,-1639685,-7213324,-10450530,-11371369,-12297621,-12694441,-13685720,-14804718,-13806476,-1248522,-393217,-5704970,-9725519,-11041892,-15460584,-15526891,-14079963,-14081510,-13482928,-2237225,-327681,-5181708,-9593678,-10845289,-15921393,-16711419,-16645629,-16382457,-11906475,-328711,-2166794,-7946286,-10448988,-11044986,-16184822,-16777213,-16777214,-16777212,-10327702,-1642768,-5449756,-7742234,-10840665,-11635584,-16250615,-16777213,-16777214,-16777212,5
